index,split,origin_error_mm,origin_to_Y_mm,corner_rms_mm,reprojection_rms_px,board_rotation_error_deg
38,train,0.6044472945669396,0.610354681574532,1.5768985004607743,0.56760637346149,1.3056216743404587
39,train,3.649667675352067,3.6464534318848822,2.0559554819349386,1.6966169830881188,2.203164026363148
40,train,1.0196117965831095,1.0308724491596994,1.6634834745230667,1.5177582678283512,2.0871675186289704
41,train,3.039626069556199,3.0401233716101626,3.495002226814995,1.2179946693658055,0.3444093534225951
42,train,1.245442579133102,1.247853970394926,2.455251050234721,1.3442739072424863,1.6940538626261272
43,train,3.871960673657672,3.874515233965909,3.2221737347276402,1.4303894075922707,0.4892564533458703
44,train,1.8246589632335362,1.8150993952871453,1.8666041414056689,1.8519308062664723,1.7495367843908163
45,train,4.477903663873938,4.472944652311726,2.556424323094778,2.0024379031515056,1.4895109632397003
46,train,1.6360157475343515,1.6502109250753254,2.18995356451328,2.5565558331559983,1.3179052375546205
47,train,2.712680940548236,2.7123129755672672,2.718762585391597,0.8418314043962117,0.28504981258226303
48,train,3.791344741970875,3.790292015290059,3.887721545367961,1.1134312185762152,0.36226735479926014
49,train,4.532478597799437,4.534827116440266,3.321646050673798,1.3968997721074066,0.916817334339504
50,train,3.3137838689551384,3.313111589987927,2.7347883518574667,0.6876944913625931,1.5887890543719694
51,train,1.2804122523191672,1.2937589076981275,1.4958091879544122,1.6149557551626577,1.7293931581805158
52,train,2.3043855781389326,2.2997395250581727,1.5291162273609569,1.2151125344424378,1.5943084374611463
53,train,3.054883508110007,3.0700302730741957,3.6119121823493994,3.55583467361055,0.49573714391907564
54,train,5.783914431504699,5.788373207216612,3.1415274669397713,1.8540494347935959,1.9776141275339598
55,train,1.374018023860253,1.3678828986907698,2.6860338655683966,1.700507495544894,2.1660338909596604
56,train,2.970413605457659,2.9694262967438774,2.6348666277231234,1.1578065726437798,0.3909880114152749
57,train,7.231293096873253,7.228200999094307,4.0658101920408525,2.461040365506588,2.2485483573380236
58,train,3.335118986525691,3.3451231195166526,3.618414715469692,3.4009596895877676,0.3702639623186177
59,train,0.3647858878038842,0.378484206263575,3.0625571326701784,1.1985814850900125,2.049568165946241
60,train,3.7550293513586777,3.7532577132279434,3.7074044759866025,1.519510527827522,0.47914002070407674
61,train,2.6556373673247977,2.654651013550526,3.3907283084992077,1.4847460847979557,0.6744272194934138
62,train,5.80907786356417,5.812653249508777,2.665111140051653,2.0659995614849764,2.7583729089163604
63,train,1.1962168186013251,1.1897012738846577,2.760684802790882,1.6955497065754912,2.2332491273528463
64,train,2.1715691463997033,2.1641452525762195,2.350985502723497,1.5096311718240136,1.331735210865461
65,train,5.064068740127068,5.062828725108158,3.0978614476089437,1.4273840178525674,1.4628881353527288
66,train,2.062647159255495,2.0615268239033706,3.1295951220810614,1.0997143435822858,0.7811463249475412
67,train,2.8611580689932783,2.861222800203265,2.7743169781315675,0.8373351403463877,0.2868757363229469
68,train,4.390333535097077,4.383582553882427,3.8122572992380337,3.484218093572517,0.8683453622392939
69,train,4.45396867955683,4.458010440228491,3.220928188324147,1.6673479439138275,1.2807397996640568
70,train,4.736746599330344,4.7348773512304865,3.6706777619391926,1.5071505573719577,0.7704447432878686
71,train,2.767889123479374,2.760108891854624,2.5476094827894666,1.8567197475078172,1.412448775755117
72,train,4.474760009881937,4.464771748732209,3.7065318237836946,3.5267782877996985,1.6025473454915065
73,train,3.596680665838738,3.600938421415211,2.472704525759031,2.148336901788864,1.051571394913308
74,train,2.261192065497993,2.2793429470373443,3.073023337872965,3.069618141458533,1.3749876672602321
75,train,2.5884463383727696,2.5899817268160006,2.3553712028661025,0.8611117377300259,0.9529025915648597
76,train,3.079618604133376,3.080715831715784,3.0162308493148826,1.046566348371329,0.33191537235181695
77,train,1.3317031338263745,1.3219065159925192,1.6325548424658824,1.4960476112176706,1.4167167725161545
78,train,4.312902862000096,4.321124663966722,4.28655613207104,3.0725135914946087,0.19787927085112747
79,train,4.216615457724027,4.220352456041838,2.364627892642151,1.5866695645065516,2.671848643983711
80,validation,4.387182936253015,4.385291610009621,3.8047172176445665,1.9099676981664848,0.42197765152834654
81,validation,3.3694633250098605,3.3728518592015315,3.297567584060905,1.8422996100192397,0.25091731095019015
82,validation,1.6759941241999678,1.6706195671010202,2.4367174092194794,1.1403929058682176,0.7482229338317972
83,validation,5.223293398082941,5.216958512391172,4.067709144831406,3.892694755215588,1.5506881710479636
84,validation,2.0140237428521455,2.013743249750158,2.368778213666934,1.0040513624125997,1.4336972558605467
85,validation,1.8006548289529754,1.7900021570515194,1.9926578849097647,2.068223804007596,1.944279604017438
86,validation,0.9229537111789133,0.929887092294345,3.2852613852579577,1.538448551645856,1.7299741992140436
87,validation,1.2623120557155605,1.2497203471914353,1.8513928551196681,1.5019750207911733,1.304157569810301
88,validation,4.057569716778261,4.0586008760477705,3.9207757337462397,1.4072719000954175,0.26507018188164927
89,validation,1.7177385660608846,1.6975913364689101,2.8046516917891413,2.7802926064563023,1.708805371968391
90,validation,4.360024326820579,4.363648884335672,2.488905732946811,1.486195883098149,2.941125012288657
91,validation,5.237648742364109,5.2312298907262615,3.9900976989322805,3.4539540791859924,1.5036206963891143
92,validation,4.025195993143642,4.02897959905151,3.1464228071086486,1.9920352244845732,1.2653996251461253
93,validation,2.0086689256435677,2.0115232055458825,2.9137923156705074,1.1264696315809024,1.2282329041947704
94,validation,4.641747508412434,4.648872688242456,4.347796157366289,2.9971113519323516,0.37524109859484
95,validation,2.697951701749193,2.701314048025098,2.190357616073649,2.0253478973937953,2.2319134373345366
96,validation,4.3015783483305965,4.30527447420271,2.429603842092486,1.5246867569414835,2.933750036129666
97,validation,3.60662112419723,3.6025021239033452,3.6192488041439095,1.6739137236003903,0.12217426720958224
98,validation,4.079811919241183,4.078406753773814,3.7687167573230225,1.7908917760149772,0.22252400854015367
99,validation,0.9924078582319706,0.9959118708742324,2.5618110561554275,0.7333998888873262,0.9465471947103724
